Invoice;Quantity;Product;PurchasePrice (Unit);TotalAmount
FFCC141436;164;P9872;1.6245480188769852;266.43
FFCC141436;159;P9875;1.3704705655809335;217.9
FFCC141436;72;P9117;0.4559999999999999;32.83
FFCC141436;83;P9263;1.576925171512776;130.88
FFCC141436;51;SE9902E;2.3915269693555814;121.97
FFCC141436;48;P9342T;1.571966396582686;75.45
FFCC141436;36;P9231T;1.086;39.1
FFCC141436;90;P9235T;1.086;97.74
FFCC141436;30;P9247T;1.056;31.68
FFCC141436;173;P9289;1.027554483621142;177.77
FFCC141436;62;P9293T;1.1415207493779187;70.77
FFCC141436;30;P9321T;1.182;35.46
FFCC141436;90;P9326;0.42;37.8
FFCC141436;186;P9345;1.970715400520641;366.55
FFCC141436;76;P9352;0.8168060915484007;62.08
FFCC141436;152;P9358;1.5601545566789774;237.14
FFCC141436;48;P9362;1.032;49.54
FFCC141436;142;P9386;1.4293534376016652;202.97
FFCC141436;109;P9487T;1.7050444064058627;185.85
FFCC141436;60;P9811;1.178160270310905;70.69
FFCC141436;60;P9866T;0.57;34.2
FFCC141436;87;P9874;0.8333403355091336;72.5
FFCC141436;192;P9876;1.5546934303071869;298.5
FFCC141436;219;P9123;1.123547851462923;246.06
FFCC141436;305;P9520;0.0;0.0
FFCC141440;16266;MP03141;0.0249130701268942;405.24
FFCC141440;7771;MP03157;0.0261775489797235;203.43
FFCC141441;979;MP019450;4.029860559735075;3945.23
FFCC141441;475;MP019432;2.134855757994734;1014.06
FFCC141441;1685;MP019423;2.4233844713445505;4083.4
FFCC141442;12429;MP02849;0.0372872147913;463.44
FFCC141443;3186;MP02959;0.0611999999999999;194.98
FFCC141443;7164;MP02418;0.1880578052615769;1347.25
FFCC141443;14878;MP02437;0.1854085844884082;2758.51
FFCC141443;3102;MP02808;0.0324;100.5
FFCC141443;2157;MP02413;0.0594;128.13
FFCC141443;3193;MP02963;0.0808710316254777;258.22
FFCC141443;6848;MP02409;0.211955166815574;1451.47
FFCC141444;1272;MP04244;0.5280709883924272;671.71
FFCC141444;882;MP04205;0.4451749567538494;392.64
FFCC141445;1327;MP019110;2.937281039818424;3897.77
